date,adj_open,adj_high,adj_low,adj_close,adj_volume
2010-01-10,27.026481087912,27.244954781918,26.867123805225,27.242384503165,111902700.0
2010-01-17,27.107444868632,27.193549206858,26.45716434412,26.464875180379,148516900.0
2010-01-24,26.574112027382,26.66664206249,25.337807947184,25.413631170397,220441900.0
2010-01-31,25.841582582774,25.985518192942,24.449776638018,24.682772406979,311488100.0
2010-02-07,24.754997239938,25.188731779509,24.526885000609,25.119334253178,212576700.0
2010-02-14,25.459896187952,25.913550387858,25.124474810684,25.751622826418,163867200.0
2010-02-21,25.941823454141,26.114032130593,25.845438000903,25.917405805988,103867400.0
2010-02-28,26.008650701719,26.367204587765,25.959815405412,26.296521922057,126865200.0
2010-03-07,27.62278575861,28.234512101827,27.582946437939,28.138126648589,224905100.0
2010-03-14,29.220214003607,29.266479021161,29.012021424613,29.121258271616,104080900.0
2010-03-21,28.888648044468,28.946479316411,28.431138426432,28.562209791442,139861400.0
2010-03-28,29.423266025095,29.808807838046,29.371860450035,29.673868203513,160218800.0
2010-04-04,30.52077505263,30.680132335317,29.911618988167,30.325433867402,150786300.0
2010-04-11,31.027119966974,31.086236378293,30.902461447453,31.073384984528,83545700.0
2010-04-18,31.944709481799,32.274990301561,31.428083452443,31.794348174747,187636400.0
2010-04-25,34.440450150972,34.978923549728,34.313221352698,34.8054297339,199238900.0
2010-05-02,34.610088548671,34.772016110111,33.542137726795,33.553703981184,135615900.0
2010-05-09,31.320131744817,31.687681606498,28.942623898282,30.31129733426,419004600.0
2010-05-16,32.792258900604,32.961254728615,32.064227443814,32.619407654464,189840700.0
2010-05-23,29.920614963802,31.421657755561,29.731699475456,31.141497371483,305972800.0
2010-05-30,33.334986110696,33.336515426554,32.559006103768,33.012660303675,203903700.0
2010-06-06,33.18358384075,33.657800270681,32.723503943961,32.895070050724,189576100.0
2010-06-13,31.900372173309,32.62454821197,31.790492756618,32.579568333792,136439800.0
2010-06-20,34.987919525364,35.341332853903,34.881252957114,35.222328947638,196155400.0
2010-06-27,34.706474001909,34.733461928816,34.160289766894,34.274667171403,137485600.0
2010-07-04,32.191456242088,32.248002374654,31.254589636615,31.735231763428,173460700.0
2010-07-11,33.013945443051,33.400772395379,32.791616330916,33.364788492837,108330600.0
2010-07-18,32.537158734368,32.767198682762,31.924147251775,32.115633018874,259964600.0
2010-07-25,33.039648230581,33.462459085452,32.935551941084,33.405912952885,133347200.0
2010-08-01,32.885752790245,33.375069607849,32.758202707127,33.060210460605,112052500.0
2010-08-08,33.385350722861,33.605109556244,33.109045756913,33.425318557471,111224400.0
2010-08-15,32.340532409762,32.370090615422,32.011536729377,32.012821868753,88717300.0
2010-08-22,32.050090910672,32.632259048229,31.999970474988,32.082219395085,96057500.0
2010-08-29,31.068244427022,31.178766413401,30.272743152965,31.051537615127,137097800.0
2010-09-05,32.78262035528,33.256836785211,32.706797132066,33.255551645834,130197200.0
2010-09-12,33.82358325025,33.991936508572,33.593543301855,33.851856316533,96885600.0
2010-09-19,35.687035346183,35.721734109348,35.171694456204,35.388883010834,158619300.0
2010-09-26,37.538921187727,37.722696118568,37.339724584369,37.56719425401,162372000.0
2010-10-03,36.465829808345,36.829524251896,36.157396357984,36.307757665035,112035700.0
2010-10-10,37.489173442463,37.847354638089,37.269041918661,37.792093644899,164600800.0
2010-10-17,39.510324991287,40.481890359925,39.185184729031,40.448476736136,230548500.0
2010-10-24,39.719802709657,39.844461229178,39.363819102365,39.514180409416,93194500.0
2010-10-31,39.097795251429,39.309843248552,38.665988420923,38.680124954064,107627800.0
2010-11-07,40.8661470335,41.069199054988,40.706789750814,40.755625047121,90313300.0
2010-11-14,40.610404297576,40.674661266401,39.020686888838,39.586148214501,198961700.0
2010-11-21,39.578437378242,39.633698371431,39.227594328456,39.419080095555,96210800.0
2010-11-28,40.319962798485,40.828865140188,40.217151648365,40.481890359925,59396400.0
2010-12-05,40.740203374603,40.95096623235,40.654099036377,40.795464367792,85523200.0
2010-12-12,41.07948017,41.259399682711,40.944540535467,41.196427853262,65627800.0
2010-12-19,41.333937766548,41.354499996572,41.154018253837,41.202853550145,96732300.0
2010-12-26,41.767029736431,41.786306827078,41.53184923053,41.58711022372,55789300.0
2011-01-02,41.503576164247,41.571688551202,41.2928133065,41.453455728563,48377000.0
2011-01-09,42.922370035909,43.225662928764,42.653775906219,43.196104723105,77982800.0
2011-01-16,44.451685893951,44.784536992466,44.265340684357,44.784536992466,77210000.0
2011-01-23,42.894096969626,43.036747440418,41.976507454801,41.98807370919,188600300.0
2011-01-30,44.230641921192,44.260200126851,42.862996596715,43.193534444352,148014300.0
2011-02-06,44.162529534237,44.555782183448,44.145822722342,44.530079395918,80460100.0
2011-02-13,45.590653517773,45.982286891369,45.434830368371,45.860198650601,91893200.0
2011-02-20,46.099234574631,46.200760585375,44.918191487622,45.051845982779,204014300.0
2011-02-27,44.370722113231,44.778111295583,44.311605701912,44.743412532417,95004700.0
2011-03-06,46.274013529836,46.302286596119,45.975861194486,46.2650175542,113316700.0
2011-03-13,44.379718088866,45.278030513044,44.337308489442,45.235620913619,117770100.0
2011-03-20,43.325903800132,43.463413713418,42.409599424683,42.495703762909,188303500.0
2011-03-27,44.731846278029,45.244616889255,44.596906643496,45.177789641676,112227500.0
2011-04-03,45.122528648487,45.183855499533,44.118834795436,44.280762356875,104665400.0
2011-04-10,43.684457686177,43.714015891837,42.917229478403,43.059879949195,94383800.0
2011-04-17,42.83369541893,42.877390157731,41.998354824202,42.083174023051,113401400.0
2011-04-24,45.622447865947,45.639154677842,44.789677549972,45.069323878299,188452600.0
2011-05-01,44.56606329846,45.487508231414,44.551412709568,44.996584989589,251586300.0
2011-05-08,44.940038857023,44.979878177695,44.492810353999,44.550641625942,70033600.0
2011-05-15,44.422127688291,44.497950911505,43.739718679367,43.758995770014,81529000.0
2011-05-22,43.638192668623,43.816827041957,43.054739391689,43.080442179219,84492100.0
2011-05-29,43.026466325406,43.390160768957,42.963494495957,43.361887702674,50899800.0
